query_id,label_kind,ground_truth_siret,reliability,error_family,evidence_reference,cohort,source_file
2999,MATCH_EXACT,78886354600016,HIGH,NEAR_HOMONYM,https://annuaire-entreprises.data.gouv.fr/entreprise/agence-olivier-agence-olivier-788863546,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
3165,MATCH_EXACT,26740017400012,HIGH,GENERIC_HOSPITAL_VS_SPECIALIZED_SITE,reports/v412_ranker_independent_validation_labels.csv,R7,reports/v412_ranker_independent_validation_labels.csv
3201,MATCH_EXACT,26740006700018,HIGH,COLOCATED_ACCOUNTING_ESTABLISHMENT,https://annuaire-entreprises.data.gouv.fr/etablissement/26740006700018,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
3381,MATCH_EXACT,30023144600018,HIGH,COLOCATED_UNRELATED_ENTITIES,https://annuaire-entreprises.data.gouv.fr/etablissement/30023144600018,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
3398,MATCH_EXACT,49368196900025,HIGH,COLOCATED_PROPERTY_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
344,MATCH_EXACT,19771515400021,HIGH,FALSE_REVIEW_ACCEPTOR,reports/v412_remaining_review_audit_first5.md,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
3440,MATCH_EXACT,83115766400028,MEDIUM,GROUP_ALIAS,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
3481,MATCH_EXACT,44275189700087,HIGH,COLOCATED_FINANCIAL_ENTITY,https://annuaire-entreprises.data.gouv.fr/etablissement/44275189700087,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
3651,MATCH_EXACT,52272686800022,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
3673,MATCH_EXACT,42007266200018,HIGH,FALSE_AMBIGUOUS_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/42007266200018,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
3699,MATCH_EXACT,40006189100042,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
3738,MATCH_EXACT,32704833600033,MEDIUM,BRANDED_SUBSITE_VS_GENERIC_CRM,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
4047,MATCH_EXACT,27800001300013,HIGH,COLOCATED_UNRELATED_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
410,MATCH_EXACT,19772128500017,HIGH,FALSE_AMBIGUOUS_LABEL_AND_FALSE_REVIEW,reports/v412_remaining_review_audit_first5.md,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4522,MATCH_EXACT,19624401600016,HIGH,GENERIC_UNIVERSITY_VS_UFR_SITE,reports/v412_ranker_independent_validation_labels.csv,R7,reports/v412_ranker_independent_validation_labels.csv
4598,MATCH_EXACT,32506104200025,HIGH,COLOCATED_SISTER_COMPANIES,https://satcoms.fr/mentions-legales/,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4609,MATCH_EXACT,19620011700014,HIGH,WRONG_EDUCATION_SITE,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
4655,MATCH_EXACT,77572257200051,HIGH,ASSOCIATION_VS_SAS_COLOCATED,https://arras.cesi.fr/wp-content/uploads/sites/7/2025/05/CESI_Collecte_TA_avril2025_arras_ppp.pdf,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4692,MATCH_EXACT,13002442500600,HIGH,STALE_CROUS_LEGAL_ENTITY,https://annuaire-entreprises.data.gouv.fr/etablissement/13002442500600,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4720,MATCH_EXACT,39000406700034,HIGH,FALSE_AMBIGUOUS_LABEL,https://www.mbcdistribution.fr/presentation,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4759,MATCH_EXACT,52503152200713,HIGH,ADDRESS_SUFFIX_VARIATION,https://www.fidal.com/nos-implantations/normandie/caen,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4769,MATCH_EXACT,78980027300011,HIGH,STALE_PREDECESSOR,https://www.ibc-dialog.fr/mentions-legales,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
4800,MATCH_EXACT,83357127600017,HIGH,EXACT_NAME_ADDRESS,https://annuaire-entreprises.data.gouv.fr/entreprise/samfi-ingenierie-833571276,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
5000,MATCH_EXACT,79372988000013,HIGH,EXACT_LEGAL_NAME,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
5020,MATCH_EXACT,78071394700015,HIGH,INSTITUTE_ASSOCIATION_VS_CFC_COLOCATED,https://institut-lemonnier.fr/mentions-legales/,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5052,AMBIGUOUS,,HIGH,MULTIPLE_PROMOTRANS_ENTITIES_COLOCATED,https://www.promotrans.fr/mentions-legales/,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5139,MATCH_EXACT,77567227232127,HIGH,ACCEPTOR_OVER_ABSTENTION,https://www.croix-rouge.fr/site-de-formation-croix-rouge-competence-de-calais,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5175,MATCH_EXACT,55210698100046,HIGH,COLOCATED_GROUP_ENTITIES,https://www.societe.com/societe/graftech-france-s-n-c-552106981.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5215,MATCH_EXACT,75328949500016,HIGH,GROUP_CONTEXT_IN_CRM_NAME,https://www.societe.com/societe/fp-holding-753289495.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5216,MATCH_EXACT,48932980500134,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
5298,MATCH_EXACT,52339010200029,HIGH,COLOCATED_RELATED_ENTITIES,https://www.societe.com/societe/ekoscan-523390102.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5363,MATCH_EXACT,25710334100026,HIGH,PUBLIC_ALIAS_VS_LONG_LEGAL_NAME,https://www.georisques.gouv.fr/risques/installations/donnees/details/0025000022,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5534,MATCH_EXACT,35063664300040,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
5584,MATCH_EXACT,77922145600022,MEDIUM,LOCAL_SUBSITE_VS_HEADQUARTERS,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
5620,MATCH_EXACT,39081398800016,HIGH,COLOCATED_GROUP_ENTITIES,https://www.societe.com/societe/laboratoires-thea-390813988.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5662,MATCH_EXACT,42866990700043,HIGH,FALSE_AMBIGUOUS_LABEL,https://www.societe.com/societe/hair-design-group-428669907.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5691,MATCH_EXACT,77918786300013,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
5708,MATCH_EXACT,43270163900069,HIGH,PARENT_ENTITY_VS_SOFTWARE_SUBSIDIARY,reports/v412_ranker_independent_validation_labels.csv,R7,reports/v412_ranker_independent_validation_labels.csv
5745,MATCH_EXACT,87020005200047,HIGH,COLOCATED_UNRELATED_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
5748,MATCH_EXACT,34469182900040,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
5768,MATCH_EXACT,33153169900121,HIGH,COLOCATED_UNRELATED_ENTITIES,https://annuaire-entreprises.puy-de-dome.cci.fr/entreprise/63800/cournon-d-auvergne/33153169900121/arachnee-concerts,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5796,MATCH_EXACT,48408705100021,HIGH,NEAR_RELATED_LEGAL_NAME,https://entreprises.lefigaro.fr/sec-sauvestre-tanguy-et-associes-63/entreprise-484087051,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
5989,MATCH_EXACT,26890002400012,HIGH,SUPPORT_SITE_VS_HOSPITAL,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
6221,MATCH_EXACT,20005188600014,MEDIUM,BRANDED_SUBSITE_VS_GENERIC_CRM,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
6246,MATCH_EXACT,52150829100023,HIGH,MULTIPLE_SITES_AND_COLOCATED_SCI,https://www.societe.com/societe/delta-immo-521508291.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
6324,MATCH_EXACT,34004392600179,HIGH,ACCEPTOR_OVER_ABSTENTION,https://www.grenoble.cci.fr/entreprise/38170/seyssinet-pariset/34004392600179/40-30,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
6436,MATCH_EXACT,30645031300045,HIGH,MISALIGNED_HISTORICAL_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/30645031300045,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
6717,MATCH_EXACT,24660037300087,HIGH,TECHNICAL_SITE_VS_ADMINISTRATION,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
6841,MATCH_EXACT,39838570800027,HIGH,MISALIGNED_HISTORICAL_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/39838570800027,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
6886,MATCH_EXACT,19753667500014,HIGH,ACCEPTOR_OVER_ABSTENTION,https://lannuaire.service-public.gouv.fr/gouvernement/09e2bb8b-cd81-4ebd-ada0-d150201968c7,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
6974,MATCH_EXACT,55210360800014,HIGH,COLOCATED_PROPERTY_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
7188,MATCH_EXACT,90000530700021,HIGH,COMMERCIAL_NAME_VS_LEGAL_NAME,https://annuaire-entreprises.data.gouv.fr/entreprise/alsaceterminal-swissterminal-900005307,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7233,MATCH_EXACT,26680005100010,HIGH,HOSPITAL_VS_COLOCATED_EHPAD,https://annuaire-entreprises.data.gouv.fr/etablissement/26680005100010,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7363,MATCH_EXACT,90095348000010,HIGH,EXACT_LEGAL_NAME,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
7373,MATCH_EXACT,78931279000015,HIGH,UIMM_LEGAL_ENTITY_CONFUSION,https://uimm-alsace.fr/fr/12940708363620-mentions-legales-.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7438,MATCH_EXACT,33370766900128,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
7531,MATCH_EXACT,33389298200013,HIGH,MISALIGNED_HISTORICAL_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/33389298200013,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7564,MATCH_EXACT,33271166200046,HIGH,NEAR_ADDRESS_SIBLING,https://annuaire-entreprises.data.gouv.fr/etablissement/33271166200046,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7591,MATCH_EXACT,40255960300012,HIGH,WRONG_SITE_SAME_SIREN,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
7747,MATCH_EXACT,43227290400017,HIGH,MISALIGNED_HISTORICAL_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/43227290400017,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7749,MATCH_EXACT,87895687900026,HIGH,MISALIGNED_WRONG_GROUND_TRUTH,https://annuaire-entreprises.data.gouv.fr/etablissement/87895687900026,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
7961,MATCH_EXACT,48981110900250,HIGH,HEAD_OFFICE_ADDRESS_CHANGED,https://annuaire-entreprises.data.gouv.fr/etablissement/48981110900250,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8019,MATCH_EXACT,82294763600020,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
8193,MATCH_EXACT,26400331000010,HIGH,EHPAD_SUBSITE_VS_HOSPITAL,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
8234,MATCH_EXACT,56212668000122,HIGH,COLOCATED_PROPERTY_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
8354,MATCH_EXACT,41412104600026,HIGH,FALSE_AMBIGUOUS_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/41412104600026,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8381,MATCH_EXACT,91652079400048,MEDIUM,BRAND_VS_LOCAL_LEGAL_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
8432,MATCH_EXACT,28310002200021,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
8540,MATCH_EXACT,83420427300017,HIGH,COLOCATED_SUFFIXED_ENTITY,https://annuaire-entreprises.data.gouv.fr/etablissement/83420427300017,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8617,MATCH_EXACT,82422814200298,HIGH,STALE_AFPA_PREDECESSOR,https://www.intercariforef.org/formations/centre-afpa-de-montceau-les-mines/organisme-10_2327.html,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8644,MATCH_EXACT,30098459800049,HIGH,FALSE_AMBIGUOUS_LABEL,https://www.capronpodologie.com/mensions-legales,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8675,MATCH_EXACT,83819462900047,HIGH,FALSE_AMBIGUOUS_LABEL,https://annuaire-entreprises.data.gouv.fr/etablissement/83819462900047,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8709,MATCH_EXACT,80492107000012,HIGH,COLOCATED_QUALIFIED_GROUP_ENTITIES,https://vaisonpiste.com/img/cms/2023%20-%20Re%CC%80glement%20inte%CC%81rieur.pdf,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8783,MATCH_EXACT,39909899500059,HIGH,COLOCATED_QUALIFIED_GROUP_ENTITIES,https://www.sendin.com/mentions-legales/,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
8816,MATCH_EXACT,26910214100018,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
8877,MATCH_EXACT,50772210600048,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
896,MATCH_EXACT,18770918300169,HIGH,FALSE_AMBIGUOUS_LABEL_AND_FALSE_REVIEW,reports/v412_remaining_review_audit_first5.md,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
899,MATCH_EXACT,18770918300086,HIGH,INSTITUTIONAL_SUCCESSOR_BIAS,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
9005,AMBIGUOUS,,HIGH,MULTIPLE_ARTHAUD_ENTITIES_COLOCATED,https://www.arthaud-associes.fr/mentions-legales/,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
9053,MATCH_EXACT,32968134000744,HIGH,STALE_PREDECESSOR,https://www.foussier.fr/nos-magasins-et-points-de-retrait/plateforme-vaulx-velin/165,OVERLAY60,reports/v412_corrected_review_overlay_60.csv
9063,MATCH_EXACT,82308747300026,HIGH,EXACT_LEGAL_NAME,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
9115,AMBIGUOUS,,HIGH,ACTIVE_HOMONYMS_COLOCATED,https://www.pappers.fr/entreprise/sandvik-mining-and-construction-france-sas-334537974,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
9174,MATCH_EXACT,42127782300066,HIGH,FORMER_MANUFACTURING_ENTITY_VS_CURRENT_SERVICES_HQ,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
9182,MATCH_EXACT,95752090100019,HIGH,ACRONYM_EXACT_HEADQUARTERS,https://www.cnr.tm.fr/nous-contacter/,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
9219,MATCH_EXACT,38296230600074,HIGH,EXACT_NAME_ADDRESS,https://www.societe.com/societe/standard-textile-382962306.html,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
9283,MATCH_EXACT,19690045000012,HIGH,EXACT_PUBLIC_ESTABLISHMENT,https://www.education.gouv.fr/annuaire/69008/lyon/lycee/0690045z/lycee-professionnel-jean-lurcat.html,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
9370,MATCH_EXACT,78015368000076,HIGH,MARKET_COLOCATION_NAME_EXACT,https://www.pappers.fr/entreprise/primeurs-du-sud-est-780153680,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
9388,MATCH_EXACT,43860010800072,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
9406,AMBIGUOUS,,HIGH,LEAGUE_AND_DEPARTMENTAL_COMMITTEE_COLOCATED,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
9449,MATCH_EXACT,95650716400021,HIGH,OFFICIAL_TERMS_SIRET,https://www.adel-industries.com/mentions-legales/,ACCEPTOR30,reports/v412_corrected_acceptor_independent_labels_30.csv
9475,MATCH_EXACT,49272522100021,HIGH,COLOCATED_PROPERTY_ENTITY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
9500,MATCH_EXACT,53166299700059,HIGH,COLOCATED_ENTITY_RESOLVED_BY_NAME,https://www.pappers.fr/entreprise/imapole-531662997,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
9519,MATCH_EXACT,32757953800056,HIGH,ACTIVE_REGISTER_LIQUIDATION,https://www.pappers.fr/entreprise/pauwels-327579538,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
9536,MATCH_EXACT,32509067800062,HIGH,FIRST_PARTY_EXACT,https://bdl-promotion-bron.fr/fr/page/mentions-legales,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
9546,MATCH_EXACT,44101664900036,HIGH,RANKER_MISSED_TRUE_CANDIDATE_RANK30,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
9643,MATCH_EXACT,77564996500149,HIGH,TRADE_NAME_LEGAL_NAME_VARIANT,https://www.reseaubesson.com/Lug?content=mentions,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
9675,MATCH_EXACT,38888534500032,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
9711,MATCH_EXACT,52407399600026,HIGH,ACTIVE_REGISTRY_WITH_PROCEDURE,https://annuaire-entreprises.data.gouv.fr/etablissement/52407399600026,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
9835,MATCH_EXACT,42274306200040,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
9963,MATCH_EXACT,49822736200031,HIGH,EXACT_NAME_ADDRESS,https://annuaire-entreprises.data.gouv.fr/etablissement/49822736200031,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:AC002179,MATCH_EXACT,48007438400011,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
fresh:AC004247,MATCH_EXACT,84268431800020,HIGH,COLOCATION_DISAMBIGUATED_BY_EXACT_NAME,https://www.pappers.fr/entreprise/tp2i-842684318,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
fresh:AC009634,MATCH_EXACT,31148234300028,MEDIUM,UNREGISTERED_OR_STALE_BRANCH_ADDRESS,https://www.pappers.fr/entreprise/somudimec-311482343,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
fresh:AC010170,AMBIGUOUS,,HIGH,GROUP_HEADQUARTERS_COLOCATION,https://annuaire-entreprises.data.gouv.fr/entreprise/801363227,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:AC012286,MATCH_EXACT,34949617400294,HIGH,FINESS_EXACT_SIRET,https://finess.esante.gouv.fr/fininter/jsp/actionDetailEtablissement.do?noFiness=630005478,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:AC012478,MATCH_EXACT,83228542300022,HIGH,LEGAL_FORM_PREFIX_VARIANT,https://www.pappers.fr/entreprise/de-belval-832285423,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:AC013450,MATCH_EXACT,75160184000059,HIGH,LEGAL_ENTITY_AMONG_COLOCATED_GROUP,https://www.capstone.fr/contact/,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:AC016354,MATCH_EXACT,52131127400042,HIGH,LEGAL_ENTITY_AMONG_COLOCATED_GROUP,https://www.anahomeimmobilier.com/mentions-legales-2/,ACCEPTOR30,reports/v412_corrected_acceptor_independent_labels_30.csv
fresh:AC016534,MATCH_EXACT,34861871100058,HIGH,COLOCATED_ENTITY_RESOLVED_BY_NETWORK_NAME,https://www.pappers.fr/entreprise/msd-ass-multi-services-developpement-348618711,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:AC018843,MATCH_EXACT,77568873209823,HIGH,FACILITY_RENAMING_IEM_TO_DIEM,https://taxe-apprentissage.apf-francehandicap.org/structure/iem-rhone/,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:AC018937,MATCH_EXACT,75320135900035,HIGH,GROUP_VS_LOGISTICS_SUBSIDIARY,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
fresh:AC019651,MATCH_EXACT,48485124100071,HIGH,PUBLIC_ALIAS_EXACT_SITE,https://www.aprojob.com/agence-interim-roanne/aprojob-roanne,ACCEPTOR30,reports/v412_corrected_acceptor_independent_labels_30.csv
fresh:FO004682,MATCH_EXACT,53896068300042,HIGH,STORE_ENTITY_VS_ECOMMERCE_BRAND_OWNER,reports/v412_review_rerank_counteraudit_53.csv,R53,reports/v412_review_rerank_counteraudit_53.csv
fresh:FO007470,MATCH_EXACT,31061238700103,HIGH,CURRENT_ACTIVE_NON_HEADQUARTERS,https://annuaire-entreprises.data.gouv.fr/entreprise/310612387,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:FR010135,MATCH_EXACT,32156241500083,HIGH,ADJACENT_SAME_SIREN_SITES,https://www.pappers.fr/entreprise/novances-321562415,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
fresh:FR017175,MATCH_EXACT,34420651100216,HIGH,MULTI_SITE_NETWORK_EXACT_LOCATION,https://annuaire-entreprises.data.gouv.fr/etablissement/34420651100216,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:FR018872,MATCH_EXACT,50827119400021,MEDIUM,SUCCESSOR_BY_MERGER_COLOCATION,https://annuaire-entreprises.data.gouv.fr/entreprise/lea-et-leo-grand-ouest-508271194,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:FR021511,MATCH_EXACT,32051754300023,HIGH,EXACT_NAME_ADDRESS,https://annuaire-entreprises.data.gouv.fr/entreprise/320517543,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:FR022477,MATCH_EXACT,50257588900030,HIGH,CURRENT_ACTIVE_SUCCESSOR_SITE,https://www.societe.com/societe/astone-participations-502575889.html,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:FR025705,MATCH_EXACT,44146037500229,HIGH,LEGAL_ENTITY_AMONG_COLOCATED_GROUP,https://www.anacours.com/mentions-legales/,ACCEPTOR30,reports/v412_corrected_acceptor_independent_labels_30.csv
fresh:FR027738,AMBIGUOUS,,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
fresh:FR027885,MATCH_EXACT,66204244942701,MEDIUM,LARGE_NETWORK_SIRET_COLLISION,https://fr.kompass.com/c/bnp-paribas/fra01ctgp/,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
fresh:FR028144,MATCH_EXACT,48342969200039,HIGH,CURRENT_TRANSFERRED_SITE,https://www.societe.com/societe/impact-centre-chretien-483429692.html,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:FR028730,MATCH_EXACT,33977442400594,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
fresh:FR028848,AMBIGUOUS,,HIGH,ADJUDICATED_REVIEW,reports/v412_review_adjudication_labels.csv,R30,reports/v412_review_adjudication_labels.csv
fresh:FR029062,MATCH_EXACT,90397886400036,MEDIUM,ADDRESS_NUMBER_VARIANT_CURRENT_SIRENE,https://www.pappers.fr/entreprise/verbau-france-903978864,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:FR029212,MATCH_EXACT,34328238000306,HIGH,BRAND_TO_OPERATOR_SITE,https://www.fnac.com/Fnac-Carre-Senart/srefDD3CAD55-1B86-57F0-52EE-BDA9C4AA1402,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:FR029301,AMBIGUOUS,,HIGH,MULTIPLE_SNCF_ENTITIES_SAME_ADDRESS,https://annuaire-entreprises.data.gouv.fr/entreprise/844899757,BLIND_B1,reports/v412_clean_target_independent_labels_30.csv
fresh:FR029938,MATCH_EXACT,75149265300025,HIGH,EXACT_NAME_ADDRESS,https://annuaire-entreprises.data.gouv.fr/entreprise/financiere-burdigala-751492653,ACCEPTOR30,reports/v412_corrected_acceptor_independent_labels_30.csv
fresh:FR031148,MATCH_EXACT,30202053200073,HIGH,LEGAL_SUCCESSOR_AFTER_ASSET_TRANSFER,reports/v412_ranker_independent_validation_labels.csv,R7,reports/v412_ranker_independent_validation_labels.csv
fresh:FR031197,MATCH_EXACT,91359061800033,HIGH,GROUP_VS_OPERATING_SUBSIDIARY,reports/v412_ranker_independent_validation_labels.csv,R7,reports/v412_ranker_independent_validation_labels.csv
fresh:FR031301,MATCH_EXACT,38396517500136,HIGH,COLOCATION_DISAMBIGUATED_BY_EXACT_NAME,https://www.pappers.fr/entreprise/tiffany-co-383965175/comptes/TIFFANY%20%26%20CO%20-%20Comptes%20sociaux%202024%2023-07-2025.pdf,BLIND_B2,reports/v412_clean_target_independent_b2_labels_30.csv
fresh:FR031463,MATCH_EXACT,78518378100034,HIGH,DEPARTMENT_NAME_VARIANT,https://annuaire-entreprises.data.gouv.fr/entreprise/785183781,BLIND_FINAL39,reports/v412_clean_target_independent_final39_labels.csv
fresh:FR033088,AMBIGUOUS,,HIGH,STALE_HOLDING_ADDRESS_MULTIPLE_SUBSIDIARIES,https://www.pappers.fr/entreprise/deco-investissements-380768267,ACCEPTOR30,reports/v412_corrected_acceptor_independent_labels_30.csv
